talent,job,label
"Talent({'Arabic': Language(Arabic,C2,False), 'English': Language(English,C2,False), 'French': Language(French,C2,False), 'German': Language(German,C1,False)},['full-stack-developer', 'software-architect'],senior,100000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Turkish': Language(Turkish,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'mobile-developer'],junior,30000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'Persian': Language(Persian,C2,False)},['frontend-developer'],junior,40000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'Russian': Language(Russian,C2,False), 'English': Language(English,C2,False), 'Spanish': Language(Spanish,B2,False), 'Italian': Language(Italian,B2,False), 'Polish': Language(Polish,B2,False)},['backend-developer', 'software-architect', 'data-engineer', 'tech-lead', 'head-of-data'],senior,105000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['tech-lead', 'engineering-manager'],['midlevel', 'senior'],100000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'French': Language(French,B1,False)},['business-analyst', 'marketing-team-lead', 'customer-success-manager', 'business-development-manager', 'copywriter'],None,45000,master)","Job({'German': Language(German,C1,True)},['customer-success-manager'],[None, 'junior', 'midlevel', 'senior'],45000,apprenticeship)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['backend-developer', 'full-stack-developer', 'php-developer', 'mobile-developer'],senior,70000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,A1,False), 'English': Language(English,C2,False)},['backend-developer', 'java-developer', 'php-developer'],midlevel,65000,master)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Arabic': Language(Arabic,B2,False), 'French': Language(French,B2,False), 'Spanish': Language(Spanish,A1,False), 'Turkish': Language(Turkish,A1,False)},['data-scientist', 'data-analyst', 'business-analyst', 'head-of-data', 'tech-lead'],midlevel,66000,None)","Job({'German': Language(German,C2,True)},['data-scientist', 'data-engineer', 'data-analyst'],['midlevel', 'senior'],65000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,B2,False)},['c-c-developer'],midlevel,80000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'full-stack-developer', 'java-developer', 'c-c-developer', 'mobile-developer'],senior,76000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['consulting', 'sales-manager', 'key-account-manager', 'online-marketing-manager'],senior,54000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Russian': Language(Russian,B1,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'consulting'],midlevel,52000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,A1,False), 'English': Language(English,A1,False)},['machine-learning-engineer', 'project-manager', 'graphic-designer', 'engineering-manager', 'cloud-engineer'],midlevel,97020,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,master)",False
"Talent({'German': Language(German,A2,False), 'French': Language(French,C2,False), 'Arabic': Language(Arabic,A2,False), 'English': Language(English,A1,False)},['business-analyst', 'project-manager'],senior,108900,None)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False)},['business-development-manager', 'devops-engineer'],None,87500,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['graphic-designer', 'customer-success-manager'],midlevel,104250,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'java-developer'],junior,109880,None)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'java-developer', 'c-c-developer', 'mobile-developer'],junior,102500,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['engineering-manager', 'frontend-developer', 'data-engineer', 'consulting'],None,121360,apprenticeship)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['graphic-designer', 'devops-engineer'],midlevel,110250,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,C1,False)},['cmo-or-head-of-marketing', 'key-account-manager'],None,88900,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False), 'Russian': Language(Russian,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],senior,112500,None)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",False
"Talent({'German': Language(German,B1,False), 'English': Language(English,A1,False)},['frontend-developer'],senior,86100,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['backend-developer', 'mobile-developer', 'full-stack-developer'],midlevel,102400,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,A2,False), 'French': Language(French,A2,False), 'Russian': Language(Russian,A1,False)},['cloud-engineer', 'software-architect', 'ux-researcher'],midlevel,102500,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,A1,False), 'Arabic': Language(Arabic,A2,False), 'French': Language(French,A2,False)},['1st-2nd-3rd-level-support', 'full-stack-developer', 'cmo-or-head-of-marketing', 'ui-ux-designer'],midlevel,73000,apprenticeship)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,doctorate)",False
"Talent({'German': Language(German,A1,False), 'English': Language(English,B2,False)},['sales-team-lead', 'customer-success-manager'],None,40000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,doctorate)",False
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False)},['c-c-developer', '1st-2nd-3rd-level-support', 'business-development-manager', 'marketing-team-lead'],senior,86800,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False), 'Swedish': Language(Swedish,A1,False)},['graphic-designer'],midlevel,86100,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A1,False)},['frontend-developer', 'backend-developer', 'data-scientist', 'data-engineer', 'machine-learning-engineer'],midlevel,60000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['data-engineer'],['midlevel', 'senior'],80000,master)",False
"Talent({'German': Language(German,C2,False), 'Korean': Language(Korean,A2,False), 'English': Language(English,C1,False)},['key-account-manager', 'copywriter', 'security', 'data-engineer', 'machine-learning-engineer'],None,100860,None)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",False
"Talent({'German': Language(German,B2,False), 'English': Language(English,B2,False)},['frontend-developer', 'mobile-developer'],junior,64000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",False
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer'],senior,50000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,master)",False
"Talent({'German': Language(German,A2,False), 'English': Language(English,B2,False), 'French': Language(French,B1,False)},['data-analyst', 'qa-engineer', 'business-analyst', 'consulting'],None,86800,bachelor)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,master)",False
